ext_id,title,link,msd_ontology_with_link,msd_ontology_with_title,cp_ontology_with_link,cp_ontology_with_title
P60155334,Pure Cotton Lightweight Knitted Cardigan,http://www.marksandspencer.com/pure-cotton-lightweight-knitted-cardigan/p/p60155334,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans,NA>outerwear>cardigans
P60154850,Padded Bandeau Tankini Top,http://www.marksandspencer.com/padded-bandeau-tankini-top/p/p60154850,NA>swimwear>one_piece,NA>swimwear>one_piece,NA>swimwear>one_piece,NA>swimwear>one_piece
P60145465,Kids' Riptape Sandals (5 Small - 12 Small),http://www.marksandspencer.com/kids-riptape-sandals-5-small-12-small-/p/p60145465,NA>shoes>sandals,NA>shoes>sandals,NA>shoes>sandals,NA>shoes>sandals
P22477062,Long Sleeve Bodysuit (3-8 Years),http://www.marksandspencer.com/long-sleeve-bodysuit/p/p22477062,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P22284745,4 Pack Pure Cotton Briefs with StayNEW&trade;,http://www.marksandspencer.com/4-pack-classic-pure-cotton-briefs/p/p22284745,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P22390528,3 Pairs of Pure Cotton Luxury Mercerised Socks,http://www.marksandspencer.com/3-pairs-of-cotton-rich-socks/p/p22390528,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22482459,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-short-sleeve-bodysuit-3-16-years-/p/p22482459,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P60115137,5 Pack Emoji Embroidered Socks,http://www.marksandspencer.com/5-pairs-of-cotton-rich-embroidered-socks/p/p60115137,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22481168,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-short-sleeve-bodysuit-3-16-years-/p/p22481168,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P60088215,5 Pack Cotton Rich Hipster Underwear,http://www.marksandspencer.com/5-pack-cotton-rich-hipster-underwear/p/p60088215,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P60098835,2 Piece Pure Cotton Bodysuit & Dungaree Outfit,http://www.marksandspencer.com/2-piece-pure-cotton-bodysuit-and-dungaree-outfit/p/p60098835,NA>jumpuits_rompers>others,NA>jumpuits_rompers>others,NA>jumpuits_rompers>others,NA>jumpuits_rompers>others
P60092218,Super Soft Cotton Personalised Alphabet P Gown,http://www.marksandspencer.com/cotton-rich-personalised-alphabet-p-dressing-gown/p/p60092218,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi
P60099727,2 Pack Boys' Easy Dressing Shorts,http://www.marksandspencer.com/2-pack-boys-adjustable-waist-shorts/p/p60099727,boys>bottomwear>shorts,boys>bottomwear>shorts,boys>bottomwear>shorts,boys>bottomwear>shorts
P22391244,3 Pack Merino Wool Blend Socks,http://www.marksandspencer.com/3-pairs-of-merino-wool-blend-socks/p/p22391244,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60088143,Long Sleeve Thermal Top,http://www.marksandspencer.com/long-sleeve-thermal-top/p/p60088143,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P22483463,Leather Lace-up Shoes,http://www.marksandspencer.com/leather-welted-laceup-shoes/p/p22483463,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P22480647,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-short-sleeve-bodysuit-3-16-years-/p/p22480647,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P22113758,2 Pack Pure Cotton Drawstring Waist Shorts,http://www.marksandspencer.com/2-pack-pure-cotton-drawstring-waist-jersey-shorts/p/p22113758,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P22284748,3 Pack Cotton Jersey Boxers,http://www.marksandspencer.com/3-pack-pure-cotton-cool-and-fresh-boxers-with-staynew/p/p22284748,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P22295520,Feather & Bow Mesh Hat,http://www.marksandspencer.com/feather-and-bow-mesh-hat/p/p22295520,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others,NA>accessories>hats>others
P60098380,2 Pack Girls' Slim Fit Non-Iron Blouses,http://www.marksandspencer.com/slim-fit-2-pack-unisex-non-iron-blouses/p/p60098380,unisex>topwear>blouses,girls>topwear>blouses,unisex>topwear>blouses,girls>topwear>blouses
P60122420,Beaded Tassel Necklace,http://www.marksandspencer.com/beaded-tassel-necklace/p/p60122420,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P22364298,5 Pair Pack Microfibre Printed Low Rise Shorts,http://www.marksandspencer.com/5-pair-pack-microfibre-printed-low-rise-shorts/p/p22364298,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P60116055,Pure Cotton Non-Iron Regular Fit Shirt,http://www.marksandspencer.com/pure-cotton-regular-fit-shirt-with-pocket/p/p60116055,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60100217,2 Pack Girls' Trousers,http://www.marksandspencer.com/2-pack-girls-crease-resistant-adjustable-waist-regular-leg-trousers/p/p60100217,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers
P60100579,Boys' Skinny Leg Slim Fit Trousers,http://www.marksandspencer.com/slim-fit-2-pack-boys-skinny-leg-trousers/p/p60100579,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P60098371,2 Pack Boys' Pure Cotton Non-Iron Shirts,http://www.marksandspencer.com/2-pack-boys-pure-cotton-non-iron-shirts/p/p60098371,boys>topwear>shirts,boys>topwear>shirts,boys>topwear>shirts,boys>topwear>shirts
P60100457,Senior Boys' Slim Leg Trousers,http://www.marksandspencer.com/senior-boys-slim-leg-trousers-with-supercrease/p/p60100457,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P60106713,2 Pack Easy Dressing Unisex Polo Shirts,http://www.marksandspencer.com/2-pack-pure-cotton-unisex-polo-shirt/p/p60106713,unisex>topwear>shirt,unisex>topwear>shirt,unisex>topwear>shirt,unisex>topwear>shirt
P60108850,Cotton Blend Thermal Long Pants (18 Months - 16 Years),http://www.marksandspencer.com/cotton-blend-thermal-long-pants-18-months-16-years-/p/p60108850,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P60110632,Gold & Silver Plated Necklace Extenders,http://www.marksandspencer.com/gold-and-silver-plated-necklace-extenders/p/p60110632,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60086348,Smoothlines&trade; Full Cup T-Shirt Bra A-E,http://www.marksandspencer.com/smoothlines-padded-full-cup-t-shirt-bra-a-e/p/p60086348,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60092224,Super Soft Cotton Personalised Alphabet M Gown,http://www.marksandspencer.com/cotton-rich-personalised-alphabet-m-dressing-gown/p/p60092224,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi
P60103004,Pure Brushed Cotton Striped Pyjama Set,http://www.marksandspencer.com/pure-cotton-striped-pyjamas/p/p60103004,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P20031889,Thermal Long Sleeve Top,http://www.marksandspencer.com/thermal-long-sleeve-top/p/p20031889,NA>topwear>others,NA>topwear>others,NA>topwear>others,NA>topwear>others
P60127834,Geometric Print Shirt,http://www.marksandspencer.com/easy-care-geometric-print-shirt/p/p60127834,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60133261,2 Pack Printed Short Pyjamas (3-16 Years),http://www.marksandspencer.com/2-pack-printed-short-pyjamas-3-16-years-/p/p60133261,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60145134,Suede Brogue Shoes,http://www.marksandspencer.com/suede-brogue-shoes/p/p60145134,NA>shoes>flats>brogues,NA>shoes>flats>brogues,NA>shoes>flats>brogues,NA>shoes>flats>brogues
P60144721,Pure Cotton Striped Shirt with Pocket,http://www.marksandspencer.com/pure-cotton-striped-shirt-with-pocket/p/p60144721,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60159240,Palm Tree Tie,http://www.marksandspencer.com/novelty-tie/p/p60159240,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P60139013,Slim Fit Modal Rich Pyjama Top,http://www.marksandspencer.com/slim-fit-modal-rich-pyjama-top/p/p60139013,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P22281417,Slim Fit Pure Cotton Crew Neck T-Shirt,http://www.marksandspencer.com/pure-cotton-slim-fit-stay-soft-t-shirt/p/p22281417,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P60104603,Lightweight Padded Coat with Stormwear&trade; (3-14 Years),http://www.marksandspencer.com/padded-zip-through-coat-3-14-years-/p/p60104603,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P60101761,Coated Leather Active Waistband Belt,http://www.marksandspencer.com/coated-leather-active-waistband-belt/p/p60101761,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts,NA>accessories>belts
P22371330,Pure Silk Pre-tied Bow Tie,http://www.marksandspencer.com/pure-silk-bow-tie/p/p22371330,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P60111575,Big & Tall Pure Cotton Hoody,http://www.marksandspencer.com/big-and-tall-pure-cotton-hooded-top/p/p60111575,NA>topwear>others,NA>outerwear>hoodies,NA>topwear>others,NA>outerwear>hoodies
P22379444,Kids' Cross Bar School Shoes with Freshfeet&trade; (13 Small - 1 Large),http://www.marksandspencer.com/freshfeet-leather-t-bar-school-shoes-with-silver-technology-younger-girls-/p/p22379444,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60094256,Kids' Ballerina Shoes (5 Small - 12 Small ),http://www.marksandspencer.com/kids-ballerina-shoes/p/p60094256,NA>shoes>ballerina,NA>shoes>ballerina,NA>shoes>ballerina,NA>shoes>ballerina
P60155907,Heatgen&trade; 2 Pair Pack Trainer Liner Socks,http://www.marksandspencer.com/heatgen-2-pair-pack-trainer-liner-socks/p/p60155907,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P60091661,2 Pack Boys' Regular Leg Shorts,http://www.marksandspencer.com/2-pack-boys-adjustable-waist-shorts/p/p60091661,boys>bottomwear>shorts,boys>bottomwear>shorts,boys>bottomwear>shorts,boys>bottomwear>shorts
P22274903,Gold Plated Diamanté Hoop Earrings,http://www.marksandspencer.com/gold-plated-diamant-hoop-earrings/p/p22274903,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P22197646,Pure Cotton Checked Pyjama Shorts Set,http://www.marksandspencer.com/pure-cotton-checked-pyjama-shorts-set/p/p22197646,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama,NA>bottomwear>pyjama
P60091717,Gingham Pure Cotton Dress (2-14 Years),http://www.marksandspencer.com/girls-pure-cotton-gingham-dress/p/p60091717,girls>dresses>others,NA>dresses>others,girls>dresses>others,NA>dresses>others
P22392909,Pure Silk Micro Spot Tie,http://www.marksandspencer.com/pure-silk-micro-spotted-ties/p/p22392909,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P22392676,3 Pack Merino Wool Blend Socks,http://www.marksandspencer.com/3-pairs-of-merino-wool-blend-dash-design-socks/p/p22392676,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22395695,Extra Wide Fit Leather Shoes with Airflex&trade;,http://www.marksandspencer.com/airflex-leather-extra-wide-fit-derby-lace-up-shoes/p/p22395695,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60098356,2 Pack Boys' Non-Iron Shirts,http://www.marksandspencer.com/2-pack-unisex-non-iron-long-sleeve-shirts/p/p60098356,unisex>topwear>shirts,boys>topwear>shirts,unisex>topwear>shirts,boys>topwear>shirts
P22229120,Pure Cotton Non-Iron Regular Fit Shirt,http://www.marksandspencer.com/performance-pure-cotton-non-iron-fine-checked-shirt/p/p22229120,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P22255165,2 Pack Cotton Rich Firm Control Full Briefs,http://www.marksandspencer.com/2-pack-firm-control-cotton-rich-floral-lace-panelled-full-briefs/p/p22255165,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P22288171,3 Pack Easy to Iron Slim Fit Shirts,http://www.marksandspencer.com/3-pack-easy-care-slim-fit-shirts/p/p22288171,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P22275737,Kids' Leather Ballet Pumps,http://www.marksandspencer.com/leather-ballet-pumps/p/p22275737,NA>shoes>heels>pumps,NA>shoes>heels>pumps,NA>shoes>heels>pumps,NA>shoes>heels>pumps
P22111505,Total Support Floral Embroidered Front Fastening Full Cup Bra B-E,http://www.marksandspencer.com/total-support-floral-embroidered-front-fastening-b-dd-bra/p/p22111505,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P22481174,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-bodysuit-3-16-years-/p/p22481174,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P22291545,Boys' Pleat Front Shorts,http://www.marksandspencer.com/boys-adjustable-waist-pleated-front-shorts-with-stormwear/p/p22291545,boys>bottomwear>shorts,boys>bottomwear>shorts,boys>bottomwear>shorts,boys>bottomwear>shorts
P22480641,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-short-sleeve-bodysuit-3-16-years-/p/p22480641,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P60103750,3 Pack Cotton Jersey Boxers,http://www.marksandspencer.com/3-pack-pure-cotton-striped-boxers/p/p60103750,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear,NA>underwear_&_socks>underwear
P22360940,Regular Fit Chinos with Stormwear&trade;,http://www.marksandspencer.com/pure-cotton-active-waistband-chinos-with-stormwear/p/p22360940,NA>bottomwear>pants>others,NA>bottomwear>pants>others,NA>bottomwear>pants>others,NA>bottomwear>pants>others
P22306121,Girls' Cotton Rich Cardigan,http://www.marksandspencer.com/girls-cotton-rich-cardigan-with-staynew/p/p22306121,girls>outerwear>cardigans,girls>outerwear>cardigans,girls>outerwear>cardigans,girls>outerwear>cardigans
P60100719,Girls' Slim Leg Trousers,http://www.marksandspencer.com/girls-slim-leg-trousers-with-crease-resistant/p/p60100719,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers,girls>bottomwear>pants>trousers
P22474916,Pre Tied Bow Tie & Pocket Square,http://www.marksandspencer.com/pocket-bow-tie/p/p22474916,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P22438198,2 Pair Pack 100 Denier Body Sensor&trade; Tights,http://www.marksandspencer.com/100-denier-body-sensor-opaque-tights-2-pair-pack/p/p22438198,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P60105262,Denim Dungarees (3-14 Years),http://www.marksandspencer.com/denim-dungarees-3-14-years-/p/p60105262,NA>jumpuits_rompers>others,NA>jumpuits_rompers>others,NA>jumpuits_rompers>others,NA>jumpuits_rompers>others
P60086958,5 Pair Pack Ankle High Socks,http://www.marksandspencer.com/5-pair-pack-ankle-high-socks/p/p60086958,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks,NA>underwear_&_socks>socks
P22105380,Diamanté Heart Pendant T-Bar Necklace,http://www.marksandspencer.com/diamant-heart-pendant-t-bar-necklace/p/p22105380,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P60090375,Flora Embroidered Padded Push-up Strapless Bra A-E,http://www.marksandspencer.com/lace-trim-padded-push-up-strapless-bra-a-e/p/p60090375,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P60090439,Navy Textured Tailored Fit Wool Trousers,http://www.marksandspencer.com/navy-textured-regular-fit-trousers/p/p60090439,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P22285286,Micro Towelling Mule Slippers,http://www.marksandspencer.com/micro-towelling-mule-slippers/p/p22285286,NA>shoes>bedroom_slippers,NA>shoes>bedroom_slippers,NA>shoes>bedroom_slippers,NA>shoes>bedroom_slippers
P60098191,2 Pack Boys' Slim Fit Non-Iron Shirts,http://www.marksandspencer.com/slim-fit-2-pack-unisex-non-iron-shirts/p/p60098191,unisex>topwear>shirts,boys>topwear>shirts,unisex>topwear>shirts,boys>topwear>shirts
P22387321,Super Soft Cotton Towelling Gown,http://www.marksandspencer.com/micro-cotton-gown/p/p22387321,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi,NA>dresses>maxi
P22414072,Build-up Shoulder Vest,http://www.marksandspencer.com/cotton-rich-built-up-shoulder-vest-with-new-and-improved-fabric/p/p22414072,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P22191381,2 Pack Cotton Rich Padded Underwired Balcony T-Shirt Bras,http://www.marksandspencer.com/2-pack-cotton-rich-padded-underwired-t-shirt-a-dd-bras/p/p22191381,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts,NA>topwear>tshirts
P22288170,3 Pack Easy to Iron Slim Fit Shirts,http://www.marksandspencer.com/3-pack-easy-care-slim-fit-shirts/p/p22288170,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P22292889,Lace Detail High Waist Shorts,http://www.marksandspencer.com/cotton-rich-lace-high-rise-shorts/p/p22292889,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts,NA>bottomwear>shorts
P20139824,Total Support Embroidered Full Cup Bra D-K,http://www.marksandspencer.com/total-support-embroidered-non-wired-gg-k-bra/p/p20139824,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras,NA>lingerie>bras
P22480579,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-short-sleeve-bodysuit-3-16-years-/p/p22480579,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P22363351,Slim Leg Washed Stretch Jeans,http://www.marksandspencer.com/slim-leg-stretch-denim-jeans/p/p22363351,NA>bottomwear>jeans>slim,NA>bottomwear>jeans>others,NA>bottomwear>jeans>slim,NA>bottomwear>jeans>others
P22481178,Pure Cotton Bodysuit (3-16 Years),http://www.marksandspencer.com/pure-cotton-short-sleeve-bodysuit-3-16-years-/p/p22481178,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits,NA>topwear>bodysuits
P22367764,Lace Trim Vest,http://www.marksandspencer.com/cotton-rich-v-neck-lace-trim-vest-with-staynew/p/p22367764,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60098361,2 Pack Girls' Longer Length Blouses,http://www.marksandspencer.com/2-pack-unisex-non-iron-long-sleeve-blouses/p/p60098361,unisex>topwear>blouses,girls>topwear>blouses,unisex>topwear>blouses,girls>topwear>blouses
P60100577,PLUS Boys' Skinny Leg Trousers,http://www.marksandspencer.com/plus-boys-crease-resistant-trousers/p/p60100577,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P22367705,3 Pair Pack 10 Denier Tights,http://www.marksandspencer.com/10-denier-matt-tights-3-pair-pack/p/p22367705,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings,NA>bottomwear>pants>leggings
P22293117,Pearl Effect Floral Diamanté Drop Earrings,http://www.marksandspencer.com/pearl-effect-floral-diamant-drop-earrings/p/p22293117,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings,NA>accessories>jewelry>earrings
P22157962,Funnel Neck Fleece Jacket,http://www.marksandspencer.com/funnel-neck-zip-through-fleece-jacket/p/p22157962,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others,NA>outerwear>jackets&coats>others
P22284726,3 Pack Pure Cotton Sleeveless Vests,http://www.marksandspencer.com/3-pack-pure-cotton-sleeveless-vests/p/p22284726,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60098362,2 Pack Girls' Longer Length Blouses,http://www.marksandspencer.com/2-pack-unisex-non-iron-blouses/p/p60098362,unisex>topwear>blouses,girls>topwear>blouses,unisex>topwear>blouses,girls>topwear>blouses
P22493984,Leather Gibson Lace-up Shoes,http://www.marksandspencer.com/leather-gibson-lace-up-shoes/p/p22493984,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P22269533,Pure Cotton Printed Half Sleeve T-Shirt,http://www.marksandspencer.com/pure-cotton-no-peep-broderie-shirt/p/p22269533,NA>topwear>shirts,NA>topwear>tshirts,NA>topwear>shirts,NA>topwear>tshirts
P60100703,2 Pack Boys' Slim Leg Trousers,http://www.marksandspencer.com/boys-2-pack-slim-leg-trousers-with-crease-resistant/p/p60100703,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P60097372,Easy to Iron Tailored Fit Dinner Shirt,http://www.marksandspencer.com/pure-cotton-easy-to-iron-tailored-fit-shirt/p/p60097372,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60101937,Boys' Performance Sports T-Shirt,http://www.marksandspencer.com/boys-sports-top/p/p60101937,boys>activewear>tops,boys>topwear>tshirts,boys>activewear>tops,boys>topwear>tshirts
P60098373,2 Pack Girls' Non-Iron Blouses,http://www.marksandspencer.com/2-pack-unisex-non-iron-short-sleeve-blouses/p/p60098373,unisex>topwear>blouses,girls>topwear>blouses,unisex>topwear>blouses,girls>topwear>blouses
P60097410,Easy to Iron Slim Fit Dinner Shirt,http://www.marksandspencer.com/pure-cotton-easy-to-iron-slim-fit-shirt/p/p60097410,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P60100084,PLUS Boys' Slim Leg Trousers,http://www.marksandspencer.com/plus-boys-crease-resistant-trousers/p/p60100084,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P60100146,Boys' Slim Leg Slim Fit Trousers,http://www.marksandspencer.com/boys-slim-leg-trousers-with-supercrease/p/p60100146,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers,boys>bottomwear>pants>trousers
P22284725,3 Pack Pure Cotton Crew Neck Vests,http://www.marksandspencer.com/3-pack-pure-cotton-crew-neck-vests/p/p22284725,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60098376,3 Pack Girls' Easy to Iron Blouses,http://www.marksandspencer.com/3-pack-girls-easy-to-iron-blouse/p/p60098376,girls>topwear>blouses,girls>topwear>blouses,girls>topwear>blouses,girls>topwear>blouses
P22162509,Leather Wedge Heel Loafers,http://www.marksandspencer.com/footglove-leather-slip-on-loafers/p/p22162509,NA>shoes>athletic_sneakers>slipon,NA>shoes>heels>wedges,NA>shoes>athletic_sneakers>slipon,NA>shoes>heels>wedges
P22459667,Gold Plated Tassel Drop Necklace,http://www.marksandspencer.com/gold-plated-tassel-drop-necklace/p/p22459667,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces,NA>accessories>jewelry>necklaces
P22357683,Leather Double Strap Monk Shoes,http://www.marksandspencer.com/leather-double-strap-monk-shoes/p/p22357683,NA>shoes>others,NA>shoes>others,NA>shoes>others,NA>shoes>others
P60115917,Multiway Strap Maxi Dress,http://www.marksandspencer.com/multiway-slip-dress/p/p60115917,NA>dresses>others,NA>dresses>maxi,NA>dresses>others,NA>dresses>maxi
P22324264,Blue Checked Tailored Fit Wool Trousers,http://www.marksandspencer.com/pure-wool-tailored-fit-prince-of-wales-flat-front-trousers/p/p22324264,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers,NA>bottomwear>pants>trousers
P22371324,Pure Silk Self-Tie Bow Tie,http://www.marksandspencer.com/pure-silk-bow-tie/p/p22371324,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
P22316712,Long Sleeve Feeder Striped Cotton Rich Thermal Vest,http://www.marksandspencer.com/long-sleeve-feeder-striped-thermal-vest/p/p22316712,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests,NA>outerwear>jackets&coats>vests
P60116664,Pure Cotton Easy to Iron Tailored Fit Shirt,http://www.marksandspencer.com/pure-cotton-easy-to-iron-tailored-fit-shirt/p/p60116664,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts,NA>topwear>shirts
P22474923,Pure Silk Tie MADE WITH SWAROVSKI&reg; ELEMENTS,http://www.marksandspencer.com/pure-silk-tie-with-swarovski-elements/p/p22474923,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares,NA>accessories>ties_pocket_squares
